City ID,City,Cloudiness,Country,Date,Humidity,Latitude,Longitude,Max Temp,Wind Speed
284,Bhisho,54,ZA,1604261817,95,-32.85,27.44,57.04,8.43
285,Armilla,0,ES,1604261817,55,37.14,-3.62,62.01,1.23
286,Svarstad,100,NO,1604261817,1,59.4,9.97,50.0,1.01
287,Trebur,75,DE,1604261817,93,49.93,8.42,61.0,13.87
288,Mengyin,0,CN,1604261817,51,35.71,117.93,48.02,1.63
289,Bereda,95,ES,1604261818,94,43.27,-7.54,64.0,10.0
290,Portland,0,US,1604261162,47,45.52,-122.68,64.0,1.01
291,Gazojak,43,TM,1604261818,35,41.19,61.4,53.11,8.25
292,Longyearbyen,0,SJ,1604261416,93,78.22,15.64,32.0,20.8
293,Vila Viçosa,0,PT,1604261818,82,38.78,-7.42,66.2,3.36
294,Bara,53,NG,1604261736,29,10.37,10.73,80.17,6.4
295,Camopi,39,GF,1604261819,61,3.17,-52.32,86.18,6.73
296,Marabu,40,MY,1604261819,94,4.41,114.01,75.2,5.82
297,Cockburn Town,75,TC,1604261411,62,21.46,-71.14,86.0,13.87
298,Torbay,75,CA,1604261673,60,47.67,-52.73,41.0,19.46
299,Itacaré,100,BR,1604261819,94,-14.28,-39.0,74.88,2.28
300,Moerai,95,PF,1604261820,86,-22.43,-151.33,75.85,18.63
301,Zlobin,20,HR,1604261820,93,45.29,14.65,57.99,3.36
302,Laguna,1,US,1604261325,30,38.42,-121.42,78.01,4.7
303,Caála,97,AO,1604261820,71,-12.85,15.56,66.02,1.36
304,Ambilobe,51,MG,1604261820,73,-13.2,49.05,71.26,5.88
305,Sur,0,OM,1604261821,43,22.57,59.53,70.61,4.36
306,Pirot,46,RS,1604261822,96,43.15,22.59,45.0,0.6
307,Kibala,13,TD,1604261439,66,9.11,18.35,77.2,4.83
308,Provideniya,0,RU,1604261528,72,64.38,-173.3,15.8,2.57
309,Zaozyornoye,96,UA,1604261822,73,45.16,33.28,53.96,9.17
310,Snyder,1,US,1604261822,34,32.72,-100.92,66.2,10.29
311,Monrovia,65,LR,1604261822,84,6.3,-10.8,79.74,7.92
312,Ýpsonas,20,CY,1604261822,68,34.69,32.96,68.0,3.36
313,College,20,US,1604261398,76,64.86,-147.8,1.0,4.7
314,Belozërskoye,41,RU,1604261823,97,55.82,65.58,26.87,6.22
315,Stevens Point,75,US,1604261654,40,44.52,-89.57,36.0,13.87
316,Limbdi,77,IN,1604261823,25,22.57,71.8,77.49,7.31
317,Kambove,9,CD,1604261823,44,-10.88,26.6,67.66,3.4
318,Lata,98,PT,1604261823,91,40.16,-8.33,66.0,1.34
319,Kiryat Gat,100,IL,1604261431,91,31.61,34.76,75.0,3.69
320,Constantine,0,DZ,1604261823,71,36.37,6.61,55.4,4.7
321,Anadyr,75,RU,1604261824,84,64.75,177.48,8.6,4.47
322,Porvoo,18,FI,1604261825,90,60.39,25.67,46.99,3.0
323,Yerbogachën,0,RU,1604261825,93,61.28,108.01,5.9,7.78
324,Batemans Bay,4,AU,1604261825,98,-35.72,150.18,57.0,4.59
325,Sanary-sur-Mer,27,FR,1604261825,93,43.12,5.8,55.99,2.24
326,Banjar,71,ID,1604261825,76,-8.19,114.97,77.41,3.27
327,Turbat,0,PK,1604261486,22,26.0,63.04,64.81,7.31
328,Half Moon Bay,5,US,1604261826,55,37.46,-122.43,78.01,2.86
329,San Lorenzo,20,PY,1604261553,27,-25.33,-57.53,87.8,9.17
330,Angoche,84,MZ,1604261826,78,-16.23,39.91,78.3,1.95
331,Cherskiy,100,RU,1604261420,94,68.75,161.3,4.33,5.26
332,Morwell,100,AU,1604261825,96,-38.23,146.4,55.0,1.01
333,Sangar,99,RU,1604261827,90,63.92,127.47,-7.55,5.37
334,Vanino,79,RU,1604261827,86,49.09,140.25,36.46,3.98
335,Barrow,90,US,1604261402,68,71.29,-156.79,28.4,16.11
336,Champerico,40,GT,1604261827,59,14.3,-91.92,89.6,6.93
337,Sakakah,0,SA,1604261827,22,29.97,40.21,75.2,4.7
338,Kita,50,ML,1604261827,25,13.03,-9.49,81.09,3.62
339,Lüderitz,79,NA,1604261425,48,-26.65,15.16,66.81,12.17
340,Thayetmyo,92,MM,1604261828,94,19.32,95.18,74.59,1.68
341,Doka,0,SD,1604261828,29,13.52,35.77,83.62,5.06
342,Hastings,100,GB,1604261828,96,50.86,0.57,61.0,11.01
343,Alice Springs,0,AU,1604261431,24,-23.7,133.88,68.0,6.93
344,Yar-Sale,100,RU,1604261829,98,66.83,70.83,30.09,18.43
345,Margate,100,GB,1604261451,94,51.38,1.39,62.01,5.99
346,Nouadhibou,100,MR,1604261484,36,20.93,-17.03,80.6,6.93
347,Roebourne,93,AU,1604261829,72,-20.78,117.13,72.99,11.48
348,Khāsh,0,IR,1604261829,50,28.22,61.22,43.11,3.0
349,Fukuechō,100,JP,1604261829,74,32.69,128.84,67.41,15.37
350,Tiznit Province,0,MA,1604261477,28,29.58,-9.5,71.87,1.88
351,Kuandian,0,CN,1604261830,79,40.73,124.78,32.63,1.88
352,Malé,20,MV,1604261675,83,4.17,73.51,82.4,5.82
353,Pumiao,100,CN,1604261830,83,22.75,108.48,75.2,4.47
354,Totness,92,SR,1604261830,75,5.88,-56.32,83.66,14.99
355,Cabo San Lucas,20,MX,1604261292,17,22.89,-109.91,91.4,9.17
356,Mahabalipuram,95,IN,1604261830,94,12.63,80.17,80.6,2.24
357,Stephenville,1,US,1604261702,38,32.22,-98.2,71.6,9.17
358,Avera,1,US,1604261831,60,33.19,-82.53,71.6,13.87
359,Sistranda,40,NO,1604261831,62,63.73,8.83,51.8,25.28
360,Mahibadhoo,100,MV,1604261831,74,3.78,72.97,82.22,6.71
361,Bahía Blanca,0,AR,1604261681,18,-38.72,-62.27,81.34,3.83
362,Kosa,0,RU,1604261831,97,59.94,55.0,26.53,3.91
363,Yangi Marg`ilon,100,UZ,1604261573,34,40.43,71.72,48.2,6.93
364,Mahon,20,ES,1604261408,87,39.89,4.27,60.8,5.82
365,St. George's,75,GD,1604261832,94,12.06,-61.75,77.0,16.11
366,Chara,4,RU,1604261832,80,56.91,118.26,-8.91,0.76
367,Sola,14,VU,1604261832,81,-13.88,167.55,80.82,17.94
368,Pevek,100,RU,1604261419,90,69.7,170.31,15.64,14.29
369,Asău,0,RO,1604261400,97,46.43,26.4,37.0,5.01
370,Ferkessédougou,1,CI,1604261832,42,9.6,-5.2,81.52,2.62
371,Olinda,40,BR,1604261832,69,-8.01,-34.86,82.4,10.29
372,Diapaga,0,BF,1604261833,21,12.07,1.79,83.52,5.44
373,Coos Bay,1,US,1604261833,67,43.37,-124.22,70.0,3.36
374,Cap Malheureux,31,MU,1604261397,69,-19.98,57.61,66.99,3.0
375,Jiuquan,0,CN,1604261833,81,39.74,98.52,32.49,1.03
376,Rafaela,0,AR,1604261833,24,-31.25,-61.49,80.01,5.99
377,Taree,90,AU,1604261834,93,-31.9,152.47,62.01,11.59
378,Kalbay,100,PH,1604261834,75,5.72,125.5,79.41,5.68
379,Ottawa,90,CA,1604261547,93,45.41,-75.7,46.99,16.11
380,Marquette,100,US,1604261834,74,46.53,-87.63,30.99,21.3
381,Coquimbo,20,CL,1604261383,72,-29.95,-71.34,59.0,13.87
382,Watrous,12,CA,1604261835,34,51.67,-105.47,51.8,14.99
383,Inhambane,40,MZ,1604261835,69,-23.86,35.38,75.2,2.24
384,Sokolo,26,ML,1604261835,13,14.73,-6.12,86.65,7.92
385,Udachny,0,RU,1604261699,84,66.42,112.4,3.2,6.71
386,Brae,20,GB,1604261659,71,60.4,-1.35,50.0,26.4
387,Eilat,40,IL,1604261836,83,29.56,34.95,73.4,4.7
388,Tessalit,60,ML,1604261836,17,20.2,1.01,79.54,10.6
389,Port Keats,98,AU,1604261476,74,-14.25,129.55,81.73,4.07
390,Mbaïki,49,CF,1604261836,92,3.87,17.99,71.73,1.7
391,Mehamn,0,NO,1604261836,86,71.04,27.85,37.4,18.34
392,Lorengau,15,PG,1604261477,74,-2.02,147.27,82.71,6.33
393,Portage,75,US,1604261477,69,41.17,-81.2,41.0,17.22
394,Aransas Pass,1,US,1604261822,34,27.91,-97.15,82.4,16.11
395,Raymond,100,US,1604261715,75,43.9,-70.47,51.01,10.36
396,San Policarpo,98,PH,1604261476,86,12.18,125.51,77.31,3.8
397,Mathbaria,100,BD,1604261837,95,22.29,89.96,75.54,3.94
398,Kichmengskiy Gorodok,0,RU,1604261837,97,59.98,45.79,27.18,2.66
399,Marzuq,0,YE,1604261837,31,14.4,46.47,63.37,1.41
400,Waipawa,100,NZ,1604261665,77,-41.41,175.52,59.0,9.17
401,Marsaxlokk,20,MT,1604261838,88,35.84,14.54,66.0,4.7
402,Opuwo,57,NA,1604261458,29,-18.06,13.84,75.47,9.4
403,Conceição do Araguaia,100,BR,1604261838,56,-8.26,-49.26,86.76,3.42
404,Le Mars,1,US,1604261838,33,42.79,-96.17,44.01,8.12
405,Mananjary,99,MG,1604261656,72,-21.22,48.33,68.99,3.49
406,Wasilla,1,US,1604261759,84,61.58,-149.44,19.4,5.08
407,Port Blair,80,IN,1604261697,79,11.67,92.75,80.19,3.49
408,Vostok,89,RU,1604261839,99,46.49,135.88,29.17,3.27
409,Tabou,51,CI,1604261839,86,4.42,-7.35,78.21,5.84
410,Goulburn,25,AU,1604261783,94,-34.75,149.72,46.99,3.96
411,Ahipara,100,NZ,1604261696,81,-35.17,173.17,66.07,6.2
412,Mocorito,22,MX,1604261840,34,25.48,-107.92,95.0,8.01
413,Grand Gaube,40,MU,1604261142,69,-20.01,57.66,66.99,3.0
414,Pimentel,0,PE,1604261840,60,-6.84,-79.93,71.6,18.34
415,Flin Flon,75,CA,1604261705,80,54.77,-101.86,30.2,12.75
416,Kungurtug,0,RU,1604261840,87,50.6,97.52,19.35,2.08
417,Key West,20,US,1604261739,74,24.56,-81.78,87.8,11.41
418,Toora-Khem,73,RU,1604261442,95,52.47,96.11,21.69,1.95
419,Qinggang,63,CN,1604261840,89,46.68,126.08,27.34,9.66
420,Lompoc,1,US,1604261312,31,34.64,-120.46,82.0,8.05
421,Dashitou,0,CN,1604261841,86,43.31,128.51,29.43,10.56
422,Saint-Prosper,100,CA,1604261841,43,46.21,-70.48,50.0,12.75
423,Fort Walton Beach,1,US,1604261841,47,30.41,-86.62,78.8,9.17
424,Tungor,100,RU,1604261842,97,53.38,142.96,40.78,7.31
425,Quatre Cocos,20,MU,1604261842,64,-20.21,57.76,69.8,6.93
426,Nador,75,MA,1604261694,88,35.17,-2.93,64.4,3.29
427,Morón,0,AR,1604261842,25,-34.65,-58.62,77.0,11.41
428,Saint-François,90,FR,1604261401,68,46.42,3.91,64.4,6.93
429,Miandrivazo,0,MG,1604261843,65,-19.52,45.47,79.57,3.98
430,Pachino,79,IT,1604261448,93,36.72,15.09,60.01,3.36
431,Cidreira,25,BR,1604261644,62,-30.18,-50.21,65.98,9.4
432,Dormont,20,US,1604261843,39,40.4,-80.03,51.8,14.99
433,Bay Roberts,97,CA,1604261843,71,47.6,-53.26,41.0,5.01
434,Sobolevo,100,RU,1604261843,87,54.43,31.9,41.59,9.98
435,Menongue,96,AO,1604261844,35,-14.66,17.69,77.05,4.61
436,Ambon City,100,ID,1604261844,92,-3.7,128.18,82.0,5.68
437,Adrar,100,MR,1604261844,15,20.5,-10.07,82.47,9.71
438,Praia da Vitória,75,PT,1604261844,100,38.73,-27.07,64.0,18.21
439,Visby,90,SE,1604261459,100,57.64,18.3,51.01,13.87
440,Nampula,50,MZ,1604261844,81,-15.12,39.27,73.27,3.47
441,Mount Barker,62,AU,1604261844,60,-35.07,138.87,63.0,6.55
442,Talnakh,100,RU,1604261413,85,69.49,88.4,21.2,17.9
443,Rizhao,9,CN,1604261845,50,35.43,119.46,50.95,4.41
444,Trojes,65,AL,1604261845,87,41.76,19.96,53.6,4.7
445,Shellbrook,90,CA,1604261845,49,53.22,-106.4,46.4,16.11
446,Teahupoo,75,PF,1604261846,74,-17.83,-149.27,80.6,12.75
447,Okha,100,RU,1604261846,96,53.57,142.95,40.89,8.01
448,São Miguel do Araguaia,100,BR,1604261846,64,-13.28,-50.16,83.52,5.17
449,Nanortalik,0,GL,1604261404,86,60.14,-45.24,30.07,29.04
450,Wagar,0,SD,1604261846,48,16.15,36.2,84.81,17.63
451,Torrington,100,US,1604261455,97,41.8,-73.12,48.99,3.0
452,Serafimovich,0,RU,1604261847,75,49.58,42.74,45.0,8.86
453,Shyroke,40,UA,1604261847,81,47.69,33.26,48.2,8.95
454,Iwanai,90,JP,1604261608,90,42.97,140.51,52.16,5.28
455,Ameca,0,MX,1604261847,50,20.55,-104.03,80.01,3.0
456,Dapaong,0,TG,1604261848,28,10.86,0.2,82.76,5.75
457,Pil'na,100,RU,1604261848,87,55.55,45.92,37.76,9.42
458,Itapaci,29,BR,1604261849,77,-14.95,-49.55,78.76,4.85
459,Villazón,30,BO,1604261849,31,-22.09,-65.59,61.5,19.26
460,Tytuvėnai,90,LT,1604261849,81,55.6,23.2,46.4,10.29
461,Muravlenko,79,RU,1604261849,98,63.79,74.52,24.58,17.72
462,Burgos,0,ES,1604261849,93,42.34,-3.71,53.6,9.17
463,Otane,99,NZ,1604261850,70,-39.88,176.63,57.99,7.0
464,Esim,100,GH,1604261464,88,4.87,-2.24,78.46,6.67
465,Sombrio,21,BR,1604261850,63,-29.11,-49.62,66.51,7.16
466,Montepuez,36,MZ,1604261454,67,-13.13,39.0,72.09,5.17
467,Sioux Lookout,20,CA,1604261472,53,50.1,-91.92,23.0,11.41
468,Salym,98,RU,1604261850,97,60.06,71.48,29.95,8.52
469,Anjangaon,0,IN,1604261850,36,21.16,77.31,71.11,3.53
470,Cuichapa,96,MX,1604261851,73,18.77,-96.87,72.77,3.02
471,Fethiye,0,TR,1604261851,55,36.62,29.12,62.6,9.17
472,Swift Current,20,CA,1604261851,30,50.28,-107.8,53.6,19.46
473,Colwyn Bay,100,GB,1604261851,97,53.29,-3.73,61.0,18.99
474,Djambala,100,CG,1604261851,98,-2.54,14.75,67.66,2.89
475,Port Moresby,40,PG,1604261705,94,-9.44,147.18,77.0,5.82
476,Saint-Philippe,90,RE,1604261421,68,-21.36,55.77,68.0,5.82
477,Okhotsk,100,RU,1604261852,87,59.38,143.3,18.66,16.28
478,Tuy Hoa,99,VN,1604261852,88,13.08,109.3,75.38,9.62
479,Kalabo,94,ZM,1604261852,22,-14.97,22.68,80.13,1.34
480,Sonoita,16,MX,1604261852,13,31.85,-112.83,91.0,2.44
481,Phalombe,3,MW,1604261852,84,-15.81,35.65,67.86,4.12
482,Bhopal,1,IN,1604261705,29,23.27,77.4,65.89,4.94
483,Launceston,40,AU,1604261853,100,-41.45,147.17,54.0,4.7
484,Hīt,51,IQ,1604261825,23,33.64,42.83,74.53,13.94
485,Vredendal,0,ZA,1604261853,30,-31.67,18.5,73.04,7.34
486,Blagoyevo,88,RU,1604261853,93,63.37,47.92,30.38,6.76
487,Boromo,0,BF,1604261854,20,11.75,-2.93,84.94,4.47
488,Southbridge,100,US,1604261854,97,42.08,-72.03,48.0,1.01
489,Fairbanks,75,US,1604261758,76,64.84,-147.72,1.0,4.7
490,Lesnoy,0,RU,1604261854,96,57.62,63.08,29.43,4.25
491,Claveria,100,PH,1604261855,87,18.61,121.08,79.27,20.07
492,Manyana,100,BW,1604261855,39,-23.4,21.72,77.59,5.84
493,Bandar-e Lengeh,0,IR,1604261474,67,26.56,54.88,75.74,5.68
494,City of San Pedro,90,PH,1604261855,94,14.35,121.02,77.0,3.36
495,Comodoro Rivadavia,0,AR,1604261181,39,-45.87,-67.5,78.8,4.7
496,Kumbo,99,CM,1604261855,92,6.2,10.67,60.03,3.87
497,Lakatoro,75,VU,1604261855,83,-16.1,167.42,78.8,10.76
498,Solnechnogorsk,90,RU,1604261855,93,56.18,36.98,39.2,13.42
499,Cabedelo,40,BR,1604261576,74,-6.98,-34.83,82.4,11.41
500,Taoudenni,100,ML,1604261490,15,22.68,-3.98,83.89,11.59
501,Port Hardy,75,CA,1604261705,76,50.7,-127.42,51.8,9.17
502,Valdivia,0,CL,1604261759,56,-39.81,-73.25,71.6,9.17
503,Raahe,90,FI,1604261856,81,64.68,24.48,44.6,10.29
504,Farmington,1,US,1604261857,23,36.73,-108.22,68.0,5.82
505,Çubuk,0,TR,1604261857,74,40.24,33.03,43.0,1.12
506,Yarensk,71,RU,1604261857,95,62.17,49.09,29.25,5.19
507,Diffa,93,NE,1604261587,21,13.32,12.61,81.59,9.26
508,Kīhei,20,US,1604261857,62,20.79,-156.47,84.2,5.82
509,Hanmer Springs,100,NZ,1604261857,68,-42.52,172.82,51.76,2.19
510,Kununurra,86,AU,1604261425,74,-15.77,128.73,78.8,6.93
511,Tiffin,100,US,1604261858,65,41.11,-83.18,37.0,18.01
512,Springbok,0,ZA,1604261491,25,-29.66,17.89,68.34,9.42
513,Ubari,0,LY,1604261858,54,26.59,12.78,63.18,6.02
514,Tromsø,40,NO,1604261785,80,69.65,18.96,39.2,11.41
515,Kabanjahe,100,ID,1604261858,93,3.1,98.49,62.17,2.93
516,Gorontalo,100,ID,1604261859,79,0.54,123.06,75.94,4.63
517,Skjervøy,0,NO,1604261860,74,70.03,20.97,41.0,19.46
518,Liusha,100,CN,1604261860,90,27.21,108.59,48.13,3.0
519,Jackson,1,US,1604261739,36,42.42,-122.83,64.4,0.76
520,Chicama,75,PE,1604261479,77,-7.84,-79.15,64.4,9.17
521,San Andrés,90,CO,1604261860,94,12.58,-81.7,80.6,9.17
522,Saint-Louis,0,SN,1604261860,33,16.33,-15.0,89.6,4.56
523,Keti Bandar,0,PK,1604261860,50,24.14,67.45,79.29,7.72
524,Saint-Augustin,100,CA,1604261296,76,51.23,-58.65,37.11,21.27
525,Kathmandu,20,NP,1604261861,93,27.72,85.32,59.0,2.24
526,The Valley,20,AI,1604261829,66,18.22,-63.06,86.0,18.34
527,Nishihara,20,JP,1604261861,78,26.18,127.76,71.6,6.22
528,Charters Towers,0,AU,1604261861,83,-20.1,146.27,69.8,7.43
529,Yulara,31,AU,1604261414,20,-25.24,130.99,77.0,10.29
530,Shangrao,97,CN,1604261862,86,28.45,117.97,60.73,0.65
531,Sechura,58,PE,1604261439,55,-5.56,-80.82,74.86,15.55
532,Camacha,20,PT,1604261448,82,33.08,-16.33,68.0,3.36
533,Praia,40,CV,1604261862,57,14.92,-23.51,78.8,8.05
534,Port Macquarie,98,AU,1604261287,74,-31.43,152.92,64.99,5.01
535,Fortuna,20,US,1604261417,59,40.6,-124.16,66.0,6.93
536,Santiago,0,CL,1604261863,34,-33.46,-70.65,80.6,10.29
537,Zhigansk,82,RU,1604261427,92,66.77,123.37,-3.39,16.64
538,Tabora,20,TZ,1604261863,41,-5.02,32.8,78.8,17.22
539,Dunedin,100,NZ,1604261863,59,-45.87,170.5,52.0,17.0
540,Ulundi,100,ZA,1604261863,90,-28.34,31.42,57.49,1.95
541,Vestmanna,99,FO,1604261416,100,62.16,-7.17,42.8,2.24
542,Buraidah,0,SA,1604261863,35,26.33,43.98,71.6,6.93
543,Shubarshi,87,KZ,1604261462,51,48.59,57.19,47.07,4.99
544,Paso de Carrasco,20,UY,1604261864,46,-34.86,-56.05,70.0,9.17
545,Somerset,90,US,1604261864,93,40.57,-74.55,53.01,12.75
546,Coolum Beach,11,AU,1604261864,89,-26.53,153.1,69.01,1.99
547,Hervey Bay,0,AU,1604261733,94,-25.3,152.85,71.01,4.0
548,Kieta,29,PG,1604261691,73,-6.22,155.63,79.95,2.01
549,Palmer,90,US,1604261474,66,42.16,-72.33,51.8,9.17
550,Nadvoitsy,98,RU,1604261865,95,63.87,34.32,33.15,7.7
551,Eyl,0,SO,1604261459,68,7.98,49.82,79.99,18.3
552,Gualeguay,0,AR,1604261865,47,-33.14,-59.31,73.38,8.48
553,Salalah,0,OM,1604261754,69,17.02,54.09,78.8,4.7
554,Trelew,0,AR,1604261639,10,-43.25,-65.31,94.77,7.92
555,San Miguel de Tucumán,0,AR,1604261854,19,-26.82,-65.22,87.8,10.29
556,Ust-Maya,60,RU,1604261470,89,60.42,134.53,-10.84,4.18
557,Faya,0,SA,1604261866,82,18.39,42.45,64.4,3.33
558,Baruun-Urt,12,MN,1604261866,81,46.68,113.28,14.86,8.7
559,Likhoslavl',100,RU,1604261866,86,57.13,35.46,35.78,7.76
560,Hambantota,90,LK,1604261656,100,6.12,81.12,78.8,1.12
561,Tonkino,0,RU,1604261866,97,57.37,46.46,29.84,6.13
562,Bang Saphan,100,TH,1604261867,87,11.21,99.51,76.46,3.31
563,Manokwari,100,ID,1604261142,69,-0.87,134.08,82.02,4.32
564,Salinas,1,US,1604261849,16,36.68,-121.66,84.2,8.05
565,Skibbereen,75,IE,1604261867,100,51.55,-9.27,57.2,32.21
566,Auch,77,FR,1604261782,66,43.65,0.58,63.0,3.0
567,Tigil',100,RU,1604261867,93,57.8,158.67,31.84,6.67
568,Bozüyük,0,TR,1604261868,86,39.91,30.04,39.2,2.24
569,Canchungo,20,GW,1604261868,79,12.07,-16.03,84.2,4.7
570,Morgan City,1,US,1604261868,53,29.7,-91.21,73.99,13.87
571,Martaban,0,MM,1604261868,92,16.53,97.61,76.66,3.89
